coachID,year,tmID,franchID,confID,won_coy,won_coach,lost_coach,win_percentage,total_games,stint,post_wins,post_losses,playoff_games,playoff_win_pct,made_playoffs,rank,confW,confL,conference_win_pct,homeW,homeL,home_win_pct,awayW,awayL,away_win_pct,home_advantage,o_pts,d_pts,point_differential,offensive_efficiency,defensive_efficiency,GP,attend,playoff,firstRound,semis,finals,prev_year_wins,prev_year_win_pct,win_improvement,win_pct_improvement,team_prev_wins,team_win_improvement
hugheda99w,2,CLE,CLE,EA,1,22,10,0.6875,32,0,1,2,3,0.3333333333333333,1,1,15,6,0.7142857142857143,14,2,0.875,8,8,0.5,6,2004,1788,216,62.625,55.875,32,147373,Y,L,,,17.0,0.53125,5.0,0.15625,17.0,5.0
hugheda99w,3,CLE,CLE,EA,0,10,22,0.3125,32,0,0,0,0,0.0,0,7,7,14,0.3333333333333333,4,12,0.25,6,10,0.375,-2,2071,2140,-69,64.71875,66.875,32,149084,N,,,,22.0,0.6875,-12.0,-0.375,22.0,-12.0
hugheda99w,4,CLE,CLE,EA,0,17,17,0.5,34,0,1,2,3,0.3333333333333333,1,4,13,11,0.5416666666666666,11,6,0.6470588235294118,6,11,0.35294117647058826,5,2229,2210,19,65.55882352941177,65.0,34,125793,Y,L,,,10.0,0.3125,7.0,0.1875,10.0,7.0
hugheda99w,6,SAS,SAS,WE,0,7,27,0.20588235294117646,34,0,0,0,0,0.0,0,7,3,19,0.13636363636363635,5,12,0.29411764705882354,2,15,0.11764705882352941,3,2141,2401,-260,62.970588235294116,70.61764705882354,34,135054,N,,,,,,,,9.0,-2.0
hugheda99w,7,SAS,SAS,WE,0,13,21,0.38235294117647056,34,0,0,0,0,0.0,0,6,10,10,0.5,6,11,0.35294117647058826,7,10,0.4117647058823529,-1,2523,2603,-80,74.20588235294117,76.55882352941177,34,125749,N,,,,7.0,0.20588235294117646,6.0,0.1764705882352941,7.0,6.0
hugheda99w,8,SAS,SAS,WE,1,20,14,0.5882352941176471,34,0,2,3,5,0.4,1,2,13,9,0.5909090909090909,9,8,0.5294117647058824,11,6,0.6470588235294118,-2,2517,2484,33,74.02941176470588,73.05882352941177,34,128680,Y,W,L,,13.0,0.38235294117647056,7.0,0.20588235294117652,13.0,7.0
hugheda99w,9,SAS,SAS,WE,0,24,10,0.7058823529411765,34,0,4,5,9,0.4444444444444444,1,1,10,10,0.5,15,2,0.8823529411764706,9,8,0.5294117647058824,6,2546,2418,128,74.88235294117646,71.11764705882354,34,135722,Y,W,W,L,20.0,0.5882352941176471,4.0,0.11764705882352944,20.0,4.0
hugheda99w,10,SAS,SAS,WE,0,15,19,0.4411764705882353,34,0,1,2,3,0.3333333333333333,1,4,10,10,0.5,10,7,0.5882352941176471,5,12,0.29411764705882354,5,2615,2661,-46,76.91176470588235,78.26470588235294,34,127957,Y,L,,,24.0,0.7058823529411765,-9.0,-0.26470588235294124,24.0,-9.0
jenkica99w,7,MIN,MIN,WE,0,1,10,0.09090909090909091,11,2,0,0,0,0.0,0,7,6,14,0.3,8,9,0.47058823529411764,2,15,0.11764705882352941,6,2523,2735,-212,74.20588235294117,80.44117647058823,34,109522,N,,,,,,,,14.0,-13.0
kenlaje99w,9,WAS,WAS,EA,0,2,10,0.16666666666666666,12,2,0,0,0,0.0,0,6,6,14,0.3,6,11,0.35294117647058826,4,13,0.23529411764705882,2,2368,2601,-233,69.6470588235294,76.5,34,154637,N,,,,,,,,16.0,-14.0
keyst99wc,9,CHI,CHI,EA,0,12,22,0.35294117647058826,34,0,0,0,0,0.0,0,5,10,10,0.5,8,9,0.47058823529411764,4,13,0.23529411764705882,4,2472,2510,-38,72.70588235294117,73.82352941176471,34,62146,N,,,,,,,,14.0,-2.0
keyst99wc,10,CHI,CHI,EA,0,16,18,0.47058823529411764,34,0,0,0,0,0.0,0,5,10,12,0.45454545454545453,12,5,0.7058823529411765,4,13,0.23529411764705882,8,2573,2693,-120,75.67647058823529,79.20588235294117,34,66852,N,,,,12.0,0.35294117647058826,4.0,0.11764705882352938,12.0,4.0
laceytr99w,4,CHA,CHA,EA,0,18,16,0.5294117647058824,34,0,0,2,2,0.0,1,2,12,12,0.5,13,4,0.7647058823529411,5,12,0.29411764705882354,8,2217,2195,22,65.20588235294117,64.55882352941177,34,120061,Y,L,,,,,,,18.0,0.0
laceytr99w,5,CHA,CHA,EA,0,16,18,0.47058823529411764,34,0,0,0,0,0.0,0,5,8,12,0.4,10,7,0.5882352941176471,6,11,0.35294117647058826,4,2092,2168,-76,61.529411764705884,63.76470588235294,34,116383,N,,,,18.0,0.5294117647058824,-2.0,-0.05882352941176472,18.0,-2.0
laceytr99w,6,CHA,CHA,EA,0,3,21,0.125,24,1,0,0,0,0.0,0,6,4,16,0.2,5,12,0.29411764705882354,1,16,0.058823529411764705,4,2095,2335,-240,61.61764705882353,68.67647058823529,34,98054,N,,,,16.0,0.47058823529411764,-13.0,-0.34558823529411764,16.0,-13.0
laimbbi01w,3,DET,DET,EA,0,9,13,0.4090909090909091,22,2,0,0,0,0.0,0,8,6,15,0.2857142857142857,7,9,0.4375,2,14,0.125,5,2114,2266,-152,66.0625,70.8125,32,94171,N,,,,,,,,10.0,-1.0
laimbbi01w,4,DET,DET,EA,1,25,9,0.7352941176470589,34,0,6,2,8,0.75,1,1,18,6,0.75,13,4,0.7647058823529411,12,5,0.7058823529411765,1,2553,2395,158,75.08823529411765,70.44117647058823,34,133647,Y,W,W,W,9.0,0.4090909090909091,16.0,0.32620320855614976,9.0,16.0
laimbbi01w,5,DET,DET,EA,0,17,17,0.5,34,0,1,2,3,0.3333333333333333,1,3,11,9,0.55,8,9,0.47058823529411764,9,8,0.5294117647058824,-1,2366,2381,-15,69.58823529411765,70.02941176470588,34,160860,Y,L,,,25.0,0.7352941176470589,-8.0,-0.23529411764705888,25.0,-8.0
laimbbi01w,6,DET,DET,EA,0,16,18,0.47058823529411764,34,0,0,2,2,0.0,1,4,11,9,0.55,12,5,0.7058823529411765,4,13,0.23529411764705882,8,2247,2287,-40,66.08823529411765,67.26470588235294,34,159356,Y,L,,,17.0,0.5,-1.0,-0.02941176470588236,17.0,-1.0
laimbbi01w,7,DET,DET,EA,0,23,11,0.6764705882352942,34,0,7,3,10,0.7,1,2,14,6,0.7,14,3,0.8235294117647058,9,8,0.5294117647058824,5,2527,2384,143,74.32352941176471,70.11764705882354,34,159453,Y,W,W,W,16.0,0.47058823529411764,7.0,0.20588235294117652,16.0,7.0
laimbbi01w,8,DET,DET,EA,0,24,10,0.7058823529411765,34,0,6,5,11,0.5454545454545454,1,1,14,6,0.7,12,5,0.7058823529411765,12,5,0.7058823529411765,0,2697,2540,157,79.32352941176471,74.70588235294117,34,165738,Y,W,W,L,23.0,0.6764705882352942,1.0,0.02941176470588236,23.0,1.0
laimbbi01w,9,DET,DET,EA,0,22,12,0.6470588235294118,34,0,7,2,9,0.7777777777777778,1,1,16,4,0.8,14,3,0.8235294117647058,8,9,0.47058823529411764,6,2672,2522,150,78.58823529411765,74.17647058823529,34,162669,Y,W,W,W,24.0,0.7058823529411765,-2.0,-0.05882352941176472,24.0,-2.0
laimbbi01w,10,DET,DET,EA,0,1,2,0.3333333333333333,3,1,0,0,0,0.0,1,3,11,11,0.5,11,6,0.6470588235294118,7,10,0.4117647058823529,4,2652,2644,8,78.0,77.76470588235294,34,136069,Y,W,L,,22.0,0.6470588235294118,-21.0,-0.3137254901960785,22.0,-21.0
liebena01w,1,DET,DET,EA,0,14,18,0.4375,32,0,0,0,0,0.0,0,5,10,11,0.47619047619047616,8,8,0.5,6,10,0.375,2,2331,2426,-95,72.84375,75.8125,32,107289,N,,,,,,,,,
maherto99w,2,WAS,WAS,EA,0,10,22,0.3125,32,0,0,0,0,0.0,0,8,4,17,0.19047619047619047,8,8,0.5,2,14,0.125,6,1928,2075,-147,60.25,64.84375,32,246667,N,,,,,,,,14.0,-4.0
mahorri01w,10,DET,DET,EA,0,17,14,0.5483870967741935,31,2,3,2,5,0.6,1,3,11,11,0.5,11,6,0.6470588235294118,7,10,0.4117647058823529,4,2652,2644,8,78.0,77.76470588235294,34,136069,Y,W,L,,,,,,22.0,-5.0
mcconsu01w,4,MIN,MIN,WE,0,18,16,0.5294117647058824,34,0,1,2,3,0.3333333333333333,1,4,14,10,0.5833333333333334,11,6,0.6470588235294118,7,10,0.4117647058823529,4,2380,2370,10,70.0,69.70588235294117,34,120253,Y,L,,,,,,,10.0,8.0
mcconsu01w,5,MIN,MIN,WE,1,18,16,0.5294117647058824,34,0,0,2,2,0.0,1,3,12,10,0.5454545454545454,11,6,0.6470588235294118,7,10,0.4117647058823529,4,2165,2190,-25,63.6764705882353,64.41176470588235,34,125097,Y,L,,,18.0,0.5294117647058824,0.0,0.0,18.0,0.0
mcconsu01w,6,MIN,MIN,WE,0,14,20,0.4117647058823529,34,0,0,0,0,0.0,0,6,9,13,0.4090909090909091,11,6,0.6470588235294118,3,14,0.17647058823529413,8,2211,2288,-77,65.02941176470588,67.29411764705883,34,113447,N,,,,18.0,0.5294117647058824,-4.0,-0.11764705882352944,18.0,-4.0
mcconsu01w,7,MIN,MIN,WE,0,9,14,0.391304347826087,23,1,0,0,0,0.0,0,7,6,14,0.3,8,9,0.47058823529411764,2,15,0.11764705882352941,6,2523,2735,-212,74.20588235294117,80.44117647058823,34,109522,N,,,,14.0,0.4117647058823529,-5.0,-0.020460358056265948,14.0,-5.0
mchugma99w,2,SAC,SAC,WE,0,14,6,0.7,20,2,3,2,5,0.6,1,2,13,8,0.6190476190476191,12,4,0.75,8,8,0.5,4,2294,2139,155,71.6875,66.84375,32,133603,Y,W,L,,,,,,21.0,-7.0
mchugma99w,3,SAC,SAC,WE,0,14,18,0.4375,32,0,0,0,0,0.0,0,6,8,13,0.38095238095238093,10,6,0.625,4,12,0.25,6,2166,2294,-128,67.6875,71.6875,32,144179,N,,,,14.0,0.7,0.0,-0.26249999999999996,20.0,-6.0
mchugma99w,4,SAC,SAC,WE,0,7,11,0.3888888888888889,18,1,0,0,0,0.0,1,3,13,11,0.5416666666666666,12,5,0.7058823529411765,7,10,0.4117647058823529,5,2299,2216,83,67.61764705882354,65.17647058823529,34,155578,Y,W,L,,14.0,0.4375,-7.0,-0.048611111111111105,14.0,-7.0
meadoma99w,9,ATL,ATL,EA,0,4,30,0.11764705882352941,34,0,0,0,0,0.0,0,7,2,18,0.1,1,16,0.058823529411764705,3,14,0.17647058823529413,-2,2534,2879,-345,74.52941176470588,84.67647058823529,34,141379,N,,,,,,,,,
meadoma99w,10,ATL,ATL,EA,1,18,16,0.5294117647058824,34,0,0,2,2,0.0,1,2,10,12,0.45454545454545453,12,5,0.7058823529411765,6,11,0.35294117647058826,6,2861,2797,64,84.1470588235294,82.26470588235294,34,120737,Y,L,,,4.0,0.11764705882352941,14.0,0.4117647058823529,4.0,14.0
millech99w,1,PHO,PHO,WE,0,20,12,0.625,32,0,0,2,2,0.0,1,4,11,10,0.5238095238095238,11,5,0.6875,9,7,0.5625,2,2243,2102,141,70.09375,65.6875,32,161075,Y,L,,,,,,,,
overtbo99w,8,CHI,CHI,EA,0,14,20,0.4117647058823529,34,0,0,0,0,0.0,0,6,6,14,0.3,6,11,0.35294117647058826,8,9,0.47058823529411764,-2,2525,2611,-86,74.26470588235294,76.79411764705883,34,66557,N,,,,,,,,5.0,9.0
peckca99wc,1,ORL,CON,EA,0,16,16,0.5,32,0,1,2,3,0.3333333333333333,1,3,13,8,0.6190476190476191,11,5,0.6875,5,11,0.3125,6,2208,2233,-25,69.0,69.78125,32,117810,Y,L,,,,,,,,
peckca99wc,2,ORL,CON,EA,0,13,19,0.40625,32,0,0,0,0,0.0,0,5,9,12,0.42857142857142855,10,6,0.625,3,13,0.1875,7,2140,2205,-65,66.875,68.90625,32,118874,N,,,,16.0,0.5,-3.0,-0.09375,16.0,-3.0
plankju99w,10,WAS,WAS,EA,0,16,18,0.47058823529411764,34,0,0,2,2,0.0,1,4,10,12,0.45454545454545453,11,6,0.6470588235294118,5,12,0.29411764705882354,6,2585,2622,-37,76.02941176470588,77.11764705882354,34,192747,Y,L,,,,,,,10.0,6.0
rollitr01w,8,WAS,WAS,EA,0,16,14,0.5333333333333333,30,2,0,0,0,0.0,0,5,8,12,0.4,8,9,0.47058823529411764,8,9,0.47058823529411764,0,2585,2639,-54,76.02941176470588,77.61764705882354,34,133255,N,,,,,,,,18.0,-2.0
rollitr01w,9,WAS,WAS,EA,0,8,14,0.36363636363636365,22,1,0,0,0,0.0,0,6,6,14,0.3,6,11,0.35294117647058826,4,13,0.23529411764705882,2,2368,2601,-233,69.6470588235294,76.5,34,154637,N,,,,16.0,0.5333333333333333,-8.0,-0.16969696969696968,16.0,-8.0
rothsro99w,1,MIA,MIA,EA,0,13,19,0.40625,32,0,0,0,0,0.0,0,6,9,12,0.42857142857142855,9,7,0.5625,4,12,0.25,5,1831,2001,-170,57.21875,62.53125,32,127721,N,,,,,,,,,
rothsro99w,2,MIA,MIA,EA,0,20,12,0.625,32,0,1,2,3,0.3333333333333333,1,3,14,7,0.6666666666666666,10,6,0.625,10,6,0.625,0,1957,1898,59,61.15625,59.3125,32,141717,Y,L,,,13.0,0.40625,7.0,0.21875,13.0,7.0
rothsro99w,3,MIA,MIA,EA,0,15,17,0.46875,32,0,0,0,0,0.0,0,6,11,10,0.5238095238095238,9,7,0.5625,6,10,0.375,3,2046,2088,-42,63.9375,65.25,32,141252,N,,,,20.0,0.625,-5.0,-0.15625,20.0,-5.0
sharpli99w,3,PHO,PHO,WE,0,5,17,0.22727272727272727,22,2,0,0,0,0.0,0,7,7,14,0.3333333333333333,10,6,0.625,1,15,0.0625,9,2091,2291,-200,65.34375,71.59375,32,139798,N,,,,,,,,13.0,-8.0
shumajo01w,4,PHO,PHO,WE,0,8,26,0.23529411764705882,34,0,0,0,0,0.0,0,7,5,19,0.20833333333333334,6,11,0.35294117647058826,2,15,0.11764705882352941,4,2097,2270,-173,61.6764705882353,66.76470588235294,34,144511,N,,,,,,,,11.0,-3.0
stanlma99w,3,WAS,WAS,EA,1,17,15,0.53125,32,0,3,2,5,0.6,1,3,12,9,0.5714285714285714,9,7,0.5625,8,8,0.5,1,2135,2116,19,66.71875,66.125,32,259237,Y,W,,,,,,,10.0,7.0
stanlma99w,4,WAS,WAS,EA,0,9,25,0.2647058823529412,34,0,0,0,0,0.0,0,7,7,17,0.2916666666666667,3,14,0.17647058823529413,6,11,0.35294117647058826,-3,2330,2498,-168,68.52941176470588,73.47058823529412,34,238710,N,,,,17.0,0.53125,-8.0,-0.2665441176470588,17.0,-8.0
thibami99w,4,CON,CON,EA,0,18,16,0.5294117647058824,34,0,2,2,4,0.5,1,3,11,13,0.4583333333333333,10,7,0.5882352941176471,8,9,0.47058823529411764,2,2384,2409,-25,70.11764705882354,70.8529411764706,34,102433,Y,W,L,,,,,,,
thibami99w,5,CON,CON,EA,0,18,16,0.5294117647058824,34,0,5,3,8,0.625,1,1,14,6,0.7,10,7,0.5882352941176471,8,9,0.47058823529411764,2,2335,2304,31,68.67647058823529,67.76470588235294,34,114017,Y,W,W,L,18.0,0.5294117647058824,0.0,0.0,18.0,0.0
thibami99w,6,CON,CON,EA,0,26,8,0.7647058823529411,34,0,5,3,8,0.625,1,1,13,7,0.65,14,3,0.8235294117647058,12,5,0.7058823529411765,2,2474,2244,230,72.76470588235294,66.0,34,121944,Y,W,W,W,18.0,0.5294117647058824,8.0,0.23529411764705876,18.0,8.0
thibami99w,7,CON,CON,EA,1,26,8,0.7647058823529411,34,0,3,2,5,0.6,1,1,15,5,0.75,14,3,0.8235294117647058,12,5,0.7058823529411765,2,2683,2417,266,78.91176470588235,71.08823529411765,34,126096,Y,W,L,,26.0,0.7647058823529411,0.0,0.0,26.0,0.0
thibami99w,8,CON,CON,EA,0,18,16,0.5294117647058824,34,0,1,2,3,0.3333333333333333,1,3,10,10,0.5,8,9,0.47058823529411764,10,7,0.5882352941176471,-2,2675,2593,82,78.67647058823529,76.26470588235294,34,135490,Y,L,,,26.0,0.7647058823529411,-8.0,-0.23529411764705876,26.0,-8.0
thibami99w,9,CON,CON,EA,1,21,13,0.6176470588235294,34,0,1,2,3,0.3333333333333333,1,2,13,7,0.65,13,4,0.7647058823529411,8,9,0.47058823529411764,5,2690,2541,149,79.11764705882354,74.73529411764706,34,129951,Y,L,,,18.0,0.5294117647058824,3.0,0.08823529411764708,18.0,3.0
thibami99w,10,CON,CON,EA,0,16,18,0.47058823529411764,34,0,0,0,0,0.0,0,6,10,12,0.45454545454545453,12,5,0.7058823529411765,4,13,0.23529411764705882,8,2651,2654,-3,77.97058823529412,78.05882352941177,34,115496,N,,,,21.0,0.6176470588235294,-5.0,-0.1470588235294118,21.0,-5.0
thompka99w,8,HOU,HOU,WE,0,13,21,0.38235294117647056,34,0,0,0,0,0.0,0,5,10,12,0.45454545454545453,7,10,0.4117647058823529,6,11,0.35294117647058826,1,2510,2628,-118,73.82352941176471,77.29411764705883,34,138816,N,,,,,,,,18.0,-5.0
thompka99w,9,HOU,HOU,WE,0,17,17,0.5,34,0,0,0,0,0.0,0,5,10,10,0.5,13,4,0.7647058823529411,4,13,0.23529411764705882,9,2561,2606,-45,75.32352941176471,76.6470588235294,34,111951,N,,,,13.0,0.38235294117647056,4.0,0.11764705882352944,13.0,4.0
thompka99w,5,LAS,LAS,WE,0,11,3,0.7857142857142857,14,2,1,2,3,0.3333333333333333,1,1,16,6,0.7272727272727273,15,2,0.8823529411764706,10,7,0.5882352941176471,5,2495,2361,134,73.38235294117646,69.44117647058823,34,177269,Y,L,,,,,,,24.0,-13.0
vandehe99w,3,MIN,MIN,WE,0,4,9,0.3076923076923077,13,2,0,0,0,0.0,0,8,6,15,0.2857142857142857,7,9,0.4375,3,13,0.1875,4,2003,2104,-101,62.59375,65.75,32,139874,N,,,,,,,,12.0,-8.0
walkeda01w,1,WAS,WAS,EA,0,5,7,0.4166666666666667,12,2,0,2,2,0.0,1,4,13,8,0.6190476190476191,7,9,0.4375,7,9,0.4375,0,2176,2221,-45,68.0,69.40625,32,244134,Y,L,,,,,,,,
weisery99w,5,LAS,LAS,WE,0,11,3,0.7857142857142857,14,2,1,2,3,0.3333333333333333,1,1,16,6,0.7272727272727273,15,2,0.8823529411764706,10,7,0.5882352941176471,5,2495,2361,134,73.38235294117646,69.44117647058823,34,177269,Y,L,,,,,,,24.0,-13.0
westhpa99w,7,PHO,PHO,WE,0,18,16,0.5294117647058824,34,0,0,0,0,0.0,0,5,8,12,0.4,10,7,0.5882352941176471,8,9,0.47058823529411764,2,2960,2879,81,87.05882352941177,84.67647058823529,34,126801,N,,,,,,,,16.0,2.0
westhpa99w,8,PHO,PHO,WE,0,23,11,0.6764705882352942,34,0,7,2,9,0.7777777777777778,1,1,17,5,0.7727272727272727,12,5,0.7058823529411765,11,6,0.6470588235294118,1,3025,2904,121,88.97058823529412,85.41176470588235,34,131524,Y,W,W,W,18.0,0.5294117647058824,5.0,0.1470588235294118,18.0,5.0
whisejo99w,4,SAC,SAC,WE,0,12,4,0.75,16,2,3,3,6,0.5,1,3,13,11,0.5416666666666666,12,5,0.7058823529411765,7,10,0.4117647058823529,5,2299,2216,83,67.61764705882354,65.17647058823529,34,155578,Y,W,L,,,,,,14.0,-2.0
whisejo99w,5,SAC,SAC,WE,0,18,16,0.5294117647058824,34,0,3,3,6,0.5,1,4,12,10,0.5454545454545454,10,7,0.5882352941176471,8,9,0.47058823529411764,2,2312,2241,71,68.0,65.91176470588235,34,147544,Y,W,L,,12.0,0.75,6.0,-0.22058823529411764,19.0,-1.0
whisejo99w,6,SAC,SAC,WE,1,25,9,0.7352941176470589,34,0,7,1,8,0.875,1,1,17,5,0.7727272727272727,15,2,0.8823529411764706,10,7,0.5882352941176471,5,2329,2093,236,68.5,61.55882352941177,34,145213,Y,W,W,W,18.0,0.5294117647058824,7.0,0.20588235294117652,18.0,7.0
whisejo99w,7,SAC,SAC,WE,0,21,13,0.6176470588235294,34,0,6,3,9,0.6666666666666666,1,2,10,10,0.5,14,3,0.8235294117647058,7,10,0.4117647058823529,7,2537,2404,133,74.61764705882354,70.70588235294117,34,147739,Y,W,W,L,25.0,0.7352941176470589,-4.0,-0.11764705882352944,25.0,-4.0
whisejo99w,10,SAC,SAC,WE,0,9,12,0.42857142857142855,21,2,0,0,0,0.0,0,6,6,14,0.3,7,10,0.4117647058823529,5,12,0.29411764705882354,2,2610,2690,-80,76.76470588235294,79.11764705882354,34,131654,N,,,,21.0,0.6176470588235294,-12.0,-0.1890756302521009,18.0,-9.0
willifr99w,1,UTA,SAS,WE,0,18,14,0.5625,32,0,0,0,0,0.0,0,5,13,8,0.6190476190476191,12,4,0.75,6,10,0.375,6,2413,2407,6,75.40625,75.21875,32,103442,N,,,,,,,,,
willifr99w,2,UTA,SAS,WE,0,5,8,0.38461538461538464,13,1,0,0,0,0.0,1,3,11,10,0.5238095238095238,9,7,0.5625,10,6,0.625,-1,2207,2192,15,68.96875,68.5,32,110507,Y,L,,,18.0,0.5625,-13.0,-0.17788461538461536,18.0,-13.0
willigr99w,2,DET,DET,EA,0,10,22,0.3125,32,0,0,0,0,0.0,0,7,7,14,0.3333333333333333,6,10,0.375,4,12,0.25,2,2103,2269,-166,65.71875,70.90625,32,109348,N,,,,,,,,14.0,-4.0
willigr99w,3,DET,DET,EA,0,0,10,0.0,10,1,0,0,0,0.0,0,8,6,15,0.2857142857142857,7,9,0.4375,2,14,0.125,5,2114,2266,-152,66.0625,70.8125,32,94171,N,,,,10.0,0.3125,-10.0,-0.3125,10.0,-10.0
wintebr01w,5,IND,IND,EA,0,15,19,0.4411764705882353,34,0,0,0,0,0.0,0,6,8,12,0.4,10,7,0.5882352941176471,5,12,0.29411764705882354,5,2198,2245,-47,64.6470588235294,66.02941176470588,34,128989,N,,,,,,,,16.0,-1.0
wintebr01w,6,IND,IND,EA,0,21,13,0.6176470588235294,34,0,2,2,4,0.5,1,2,14,6,0.7,14,3,0.8235294117647058,7,10,0.4117647058823529,7,2170,2133,37,63.8235294117647,62.73529411764706,34,142494,Y,W,L,,15.0,0.4411764705882353,6.0,0.17647058823529416,15.0,6.0
wintebr01w,7,IND,IND,EA,0,21,13,0.6176470588235294,34,0,0,2,2,0.0,1,3,12,8,0.6,12,5,0.7058823529411765,9,8,0.5294117647058824,3,2435,2316,119,71.61764705882354,68.11764705882354,34,122768,Y,L,,,21.0,0.6176470588235294,0.0,0.0,21.0,0.0
wintebr01w,8,IND,IND,EA,0,21,13,0.6176470588235294,34,0,3,3,6,0.5,1,2,12,8,0.6,12,5,0.7058823529411765,9,8,0.5294117647058824,3,2480,2370,110,72.94117647058823,69.70588235294117,34,133915,Y,W,L,,21.0,0.6176470588235294,0.0,0.0,21.0,0.0
zierddo99w,8,MIN,MIN,WE,0,10,24,0.29411764705882354,34,0,0,0,0,0.0,0,6,8,14,0.36363636363636365,7,10,0.4117647058823529,3,14,0.17647058823529413,4,2636,2752,-116,77.52941176470588,80.94117647058823,34,121019,N,,,,,,,,10.0,0.0
zierddo99w,9,MIN,MIN,WE,0,16,18,0.47058823529411764,34,0,0,0,0,0.0,0,7,8,12,0.4,9,8,0.5294117647058824,7,10,0.4117647058823529,2,2767,2721,46,81.38235294117646,80.02941176470588,34,118463,N,,,,10.0,0.29411764705882354,6.0,0.1764705882352941,10.0,6.0
